Œﬂ≤›ƒñºèÃ,TD(m),Çwç¿ïW(m),Çxç¿ïW(m),çÇÇ≥(m),ï˚à (deg),ÀﬂØ¡›∏ﬁ(deg)
637+25.000      ,1757,-102625.0987,-11929.38812,65.15226271,260.5040334,-0.429710289
637+24.000      ,1758,-102625.2637,-11930.37442,65.14476271,260.5040334,-0.429710289
637+23.000      ,1759,-102625.4287,-11931.36071,65.13726271,260.5040334,-0.429710289
637+22.000      ,1760,-102625.5937,-11932.34701,65.12976271,260.5040334,-0.429710289
637+21.000      ,1761,-102625.7586,-11933.33331,65.12226271,260.5040334,-0.429710289
637+20.000      ,1762,-102625.9236,-11934.31961,65.11476271,260.5040334,-0.429710289
637+19.000      ,1763,-102626.0886,-11935.3059,65.10726271,260.5040334,-0.429710289
637+18.000      ,1764,-102626.2536,-11936.2922,65.09976271,260.5040334,-0.429710289
637+17.000      ,1765,-102626.4185,-11937.2785,65.09226271,260.5040334,-0.429710289
637+16.000      ,1766,-102626.5835,-11938.26479,65.08476271,260.5040334,-0.429710289
637+15.000      ,1767,-102626.7485,-11939.25109,65.07726271,260.5040334,-0.429710289
637+14.000      ,1768,-102626.9135,-11940.23739,65.06976271,260.5040334,-0.429710289
637+13.000      ,1769,-102627.0785,-11941.22369,65.06226271,260.5040334,-0.429710289
637+12.000      ,1770,-102627.2434,-11942.20998,65.05476271,260.5040334,-0.429710289
637+11.000      ,1771,-102627.4084,-11943.19628,65.04726271,260.5040334,-0.429710289
637+10.000      ,1772,-102627.5734,-11944.18258,65.03976271,260.5040334,-0.429710289
637+9.000       ,1773,-102627.7384,-11945.16888,65.03226271,260.5040334,-0.429710289
637+8.000       ,1774,-102627.9033,-11946.15517,65.02476271,260.5040334,-0.429710289
637+7.000       ,1775,-102628.0683,-11947.14147,65.01726271,260.5040334,-0.429710289
637+6.000       ,1776,-102628.2333,-11948.12777,65.00976271,260.5040334,-0.429710289
637+5.000       ,1777,-102628.3983,-11949.11406,65.00226271,260.5040334,-0.429710289
637+4.000       ,1778,-102628.5633,-11950.10036,64.99476271,260.5040334,-0.429710289
637+3.000       ,1779,-102628.7282,-11951.08666,64.98726271,260.5040334,-0.429710289
637+2.000       ,1780,-102628.8932,-11952.07296,64.97976271,260.5040334,-0.429710289
637+1.000       ,1781,-102629.0582,-11953.05925,64.97226271,260.5040334,-0.429710289
637+0.000       ,1782,-102629.2232,-11954.04555,64.96476271,260.5040334,-0.429710289
636+99.000      ,1783,-102629.3881,-11955.03185,64.95726271,260.5040334,-0.429710289
636+98.000      ,1784,-102629.5531,-11956.01814,64.94976271,260.5040334,-0.429710289
636+97.000      ,1785,-102629.7181,-11957.00444,64.94226271,260.5040334,-0.429710289
636+96.000      ,1786,-102629.8831,-11957.99074,64.93476271,260.5040334,-0.429710289
636+95.000      ,1787,-102630.0481,-11958.97704,64.92726271,260.5040334,-0.429710289
636+94.000      ,1788,-102630.213,-11959.96333,64.91976271,260.5040334,-0.429710289
636+93.000      ,1789,-102630.378,-11960.94963,64.91226271,260.5040334,-0.429710289
636+92.000      ,1790,-102630.543,-11961.93593,64.90476271,260.5040334,-0.429710289
636+91.000      ,1791,-102630.708,-11962.92223,64.89726271,260.5040334,-0.429710289
636+90.000      ,1792,-102630.873,-11963.90852,64.88976271,260.5040334,-0.429710289
636+89.000      ,1793,-102631.0379,-11964.89482,64.88226271,260.5040334,-0.429710289
636+88.000      ,1794,-102631.2029,-11965.88112,64.87476271,260.5040334,-0.429710289
636+87.000      ,1795,-102631.3679,-11966.86741,64.86726271,260.5040334,-0.429710289
636+86.000      ,1796,-102631.5329,-11967.85371,64.85976271,260.5040334,-0.429710289
636+85.000      ,1797,-102631.6978,-11968.84001,64.85226271,260.5040334,-0.429710289
636+84.000      ,1798,-102631.8628,-11969.82631,64.84476271,260.5040334,-0.429710289
636+83.000      ,1799,-102632.0278,-11970.8126,64.83726271,260.5040334,-0.429710289
636+82.000      ,1800,-102632.1928,-11971.7989,64.82976271,260.5040334,-0.429710289
636+81.000      ,1801,-102632.3578,-11972.7852,64.82226271,260.5040334,-0.429710289
636+80.000      ,1802,-102632.5227,-11973.77149,64.81476271,260.5040334,-0.429710289
636+79.000      ,1803,-102632.6877,-11974.75779,64.80726271,260.5040334,-0.429710289
636+78.000      ,1804,-102632.8527,-11975.74409,64.79976271,260.5040334,-0.429710289
636+77.000      ,1805,-102633.0177,-11976.73039,64.79226271,260.5040334,-0.429710289
636+76.000      ,1806,-102633.1826,-11977.71668,64.78476271,260.5040334,-0.429710289
636+75.000      ,1807,-102633.3476,-11978.70298,64.77726271,260.5040334,-0.429710289
636+74.000      ,1808,-102633.5126,-11979.68928,64.76976271,260.5040334,-0.429710289
636+73.000      ,1809,-102633.6776,-11980.67558,64.76226271,260.5040334,-0.429710289
636+72.000      ,1810,-102633.8426,-11981.66187,64.75476271,260.5040334,-0.429710289
636+71.000      ,1811,-102634.0075,-11982.64817,64.74726271,260.5040334,-0.429710289
636+70.000      ,1812,-102634.1725,-11983.63447,64.73976271,260.5040334,-0.429710289
636+69.000      ,1813,-102634.3375,-11984.62076,64.73226271,260.5040334,-0.429710289
636+68.000      ,1814,-102634.5025,-11985.60706,64.72476271,260.5040334,-0.429710289
636+67.000      ,1815,-102634.6675,-11986.59336,64.71726271,260.5040334,-0.429710289
636+66.000      ,1816,-102634.8324,-11987.57966,64.70976271,260.5040334,-0.429710289
636+65.000      ,1817,-102634.9974,-11988.56595,64.70226271,260.5040334,-0.429710289
636+64.000      ,1818,-102635.1624,-11989.55225,64.69476271,260.5040334,-0.429710289
636+63.000      ,1819,-102635.3274,-11990.53855,64.68726271,260.5040334,-0.429710289
636+62.000      ,1820,-102635.4923,-11991.52484,64.67976271,260.5040334,-0.429710289
636+61.000      ,1821,-102635.6573,-11992.51114,64.67226271,260.5040334,-0.429710289
636+60.000      ,1822,-102635.8223,-11993.49744,64.66476271,260.5040334,-0.429710289
636+59.000      ,1823,-102635.9873,-11994.48374,64.65726271,260.5040334,-0.429710289
636+58.000      ,1824,-102636.1523,-11995.47003,64.64976271,260.5040334,-0.429710289
636+57.000      ,1825,-102636.3172,-11996.45633,64.64226271,260.5040334,-0.429710289
636+56.000      ,1826,-102636.4822,-11997.44263,64.63476271,260.5040334,-0.429710289
636+55.000      ,1827,-102636.6472,-11998.42893,64.62726271,260.5040334,-0.429710289
636+54.000      ,1828,-102636.8122,-11999.41522,64.61976271,260.5040334,-0.429710289
636+53.000      ,1829,-102636.9771,-12000.40152,64.61226271,260.5040334,-0.429710289
636+52.000      ,1830,-102637.1421,-12001.38782,64.60476271,260.5040334,-0.429710289
636+51.000      ,1831,-102637.3071,-12002.37411,64.59726271,260.5040334,-0.429710289
636+50.000      ,1832,-102637.4721,-12003.36041,64.58976271,260.5040334,-0.429710289
636+49.000      ,1833,-102637.6371,-12004.34671,64.58226271,260.5040334,-0.429710289
636+48.000      ,1834,-102637.802,-12005.33301,64.57476271,260.5040334,-0.429710289
636+47.000      ,1835,-102637.967,-12006.3193,64.56726271,260.5040334,-0.429710289
636+46.000      ,1836,-102638.132,-12007.3056,64.55976271,260.5040334,-0.429710289
636+45.000      ,1837,-102638.297,-12008.2919,64.55226271,260.5040334,-0.429710289
636+44.000      ,1838,-102638.4619,-12009.27819,64.54476271,260.5040334,-0.429710289
636+43.000      ,1839,-102638.6269,-12010.26449,64.53726271,260.5040334,-0.429710289
636+42.000      ,1840,-102638.7919,-12011.25079,64.52976271,260.5040334,-0.429710289
636+41.000      ,1841,-102638.9569,-12012.23709,64.52226271,260.5040334,-0.429710289
636+40.000      ,1842,-102639.1219,-12013.22338,64.51476271,260.5040334,-0.429710289
636+39.000      ,1843,-102639.2868,-12014.20968,64.50726271,260.5040334,-0.429710289
636+38.000      ,1844,-102639.4518,-12015.19598,64.49976271,260.5040334,-0.429710289
636+37.000      ,1845,-102639.6168,-12016.18228,64.49226271,260.5040334,-0.429710289
636+36.000      ,1846,-102639.7818,-12017.16857,64.48476271,260.5040334,-0.429710289
636+35.000      ,1847,-102639.9468,-12018.15487,64.47726271,260.5040334,-0.429710289
636+34.000      ,1848,-102640.1117,-12019.14117,64.46976271,260.5040334,-0.429710289
636+33.000      ,1849,-102640.2767,-12020.12746,64.46226271,260.5040334,-0.429710289
636+32.000      ,1850,-102640.4417,-12021.11376,64.45476271,260.5040334,-0.429710289
636+31.000      ,1851,-102640.6067,-12022.10006,64.44726271,260.5040334,-0.429710289
636+30.000      ,1852,-102640.7716,-12023.08636,64.43976271,260.5040334,-0.429710289
636+29.000      ,1853,-102640.9366,-12024.07265,64.43226271,260.5040334,-0.429710289
636+28.000      ,1854,-102641.1016,-12025.05895,64.42476271,260.5040334,-0.429710289
636+27.000      ,1855,-102641.2666,-12026.04525,64.41726271,260.5040334,-0.429710289
636+26.000      ,1856,-102641.4316,-12027.03154,64.40976271,260.5040334,-0.429710289
636+25.000      ,1857,-102641.5965,-12028.01784,64.40226271,260.5040334,-0.429710289
636+24.000      ,1858,-102641.7615,-12029.00414,64.39476271,260.5040334,-0.429710289
636+23.000      ,1859,-102641.9265,-12029.99044,64.38726271,260.5040334,-0.429710289
636+22.000      ,1860,-102642.0915,-12030.97673,64.37976271,260.5040334,-0.429710289
636+21.000      ,1861,-102642.2564,-12031.96303,64.37226271,260.5040334,-0.429710289
636+20.000      ,1862,-102642.4214,-12032.94933,64.36476271,260.5040334,-0.429710289
636+19.000      ,1863,-102642.5864,-12033.93563,64.35726271,260.5040334,-0.429710289
636+18.000      ,1864,-102642.7514,-12034.92192,64.34976271,260.5040334,-0.429710289
636+17.000      ,1865,-102642.9164,-12035.90822,64.34226271,260.5040334,-0.429710289
636+16.000      ,1866,-102643.0813,-12036.89452,64.33476271,260.5040334,-0.429710289
636+15.000      ,1867,-102643.2463,-12037.88081,64.32726271,260.5040334,-0.429710289
636+14.000      ,1868,-102643.4113,-12038.86711,64.31976271,260.5040334,-0.429710289
636+13.000      ,1869,-102643.5763,-12039.85341,64.31226271,260.5040334,-0.429710289
636+12.000      ,1870,-102643.7412,-12040.83971,64.30476271,260.5040334,-0.429710289
636+11.000      ,1871,-102643.9062,-12041.826,64.29726271,260.5040334,-0.429710289
636+10.000      ,1872,-102644.0712,-12042.8123,64.28976271,260.5040334,-0.429710289
636+9.000       ,1873,-102644.2362,-12043.7986,64.28226271,260.5040334,-0.429710289
636+8.000       ,1874,-102644.4012,-12044.78489,64.27476271,260.5040334,-0.429710289
636+7.000       ,1875,-102644.5661,-12045.77119,64.26726271,260.5040334,-0.429710289
636+6.000       ,1876,-102644.7311,-12046.75749,64.25976271,260.5040334,-0.429710289
636+5.000       ,1877,-102644.8961,-12047.74379,64.25226271,260.5040334,-0.429710289
636+4.000       ,1878,-102645.0611,-12048.73008,64.24476271,260.5040334,-0.429710289
636+3.000       ,1879,-102645.2261,-12049.71638,64.23726271,260.5040334,-0.429710289
636+2.000       ,1880,-102645.391,-12050.70268,64.22976271,260.5040334,-0.429710289
636+1.000       ,1881,-102645.556,-12051.68898,64.22226271,260.5040334,-0.429710289
636+0.000       ,1882,-102645.721,-12052.67527,64.21476271,260.5040334,-0.429710289
635+99.000      ,1883,-102645.886,-12053.66157,64.20726271,260.5040334,-0.429710289
635+98.000      ,1884,-102646.0509,-12054.64787,64.19976271,260.5040334,-0.429710289
635+97.000      ,1885,-102646.2159,-12055.63416,64.19226271,260.5040334,-0.429710289
635+96.000      ,1886,-102646.3809,-12056.62046,64.18476271,260.5040334,-0.429710289
635+95.000      ,1887,-102646.5459,-12057.60676,64.17726271,260.5040334,-0.429710289
635+94.000      ,1888,-102646.7109,-12058.59306,64.16976271,260.5040334,-0.429710289
635+93.000      ,1889,-102646.8758,-12059.57935,64.16226271,260.5040334,-0.429710289
635+92.000      ,1890,-102647.0408,-12060.56565,64.15476271,260.5040334,-0.429710289
635+91.000      ,1891,-102647.2058,-12061.55195,64.14726271,260.5040334,-0.429710289
635+90.000      ,1892,-102647.3708,-12062.53824,64.13976271,260.5040334,-0.429710289
635+89.000      ,1893,-102647.5357,-12063.52454,64.13226271,260.5040334,-0.429710289
635+88.000      ,1894,-102647.7007,-12064.51084,64.12476271,260.5040334,-0.429710289
635+87.000      ,1895,-102647.8657,-12065.49714,64.11726271,260.5040334,-0.429710289
635+86.000      ,1896,-102648.0307,-12066.48343,64.10976271,260.5040334,-0.429710289
635+85.000      ,1897,-102648.1957,-12067.46973,64.10226271,260.5040334,-0.429710289
635+84.000      ,1898,-102648.3606,-12068.45603,64.09476271,260.5040334,-0.429710289
635+83.000      ,1899,-102648.5256,-12069.44232,64.08726271,260.5040334,-0.429710289
635+82.000      ,1900,-102648.6906,-12070.42862,64.07976271,260.5040334,-0.429710289
635+81.000      ,1901,-102648.8556,-12071.41492,64.07226271,260.5040334,-0.429710289
635+80.000      ,1902,-102649.0206,-12072.40122,64.06476271,260.5040334,-0.429710289
635+79.000      ,1903,-102649.1855,-12073.38751,64.05726271,260.5040334,-0.429710289
635+78.000      ,1904,-102649.3505,-12074.37381,64.04976271,260.5040334,-0.429710289
635+77.000      ,1905,-102649.5155,-12075.36011,64.04226271,260.5040334,-0.429710289
635+76.000      ,1906,-102649.6805,-12076.34641,64.03476271,260.5040334,-0.429710289
635+75.000      ,1907,-102649.8454,-12077.3327,64.02726271,260.5040334,-0.429710289
635+74.000      ,1908,-102650.0104,-12078.319,64.01976271,260.5040334,-0.429710289
635+73.000      ,1909,-102650.1754,-12079.3053,64.01226271,260.5040334,-0.429710289
635+72.000      ,1910,-102650.3404,-12080.29159,64.00476271,260.5040334,-0.429710289
635+71.000      ,1911,-102650.5054,-12081.27789,63.99726271,260.5040334,-0.429710289
635+70.000      ,1912,-102650.6703,-12082.26419,63.98976271,260.5040334,-0.429710289
635+69.000      ,1913,-102650.8353,-12083.25049,63.98226271,260.5040334,-0.429710289
635+68.000      ,1914,-102651.0003,-12084.23678,63.97476271,260.5040334,-0.429710289
635+67.000      ,1915,-102651.1653,-12085.22308,63.96726271,260.5040334,-0.429710289
635+66.000      ,1916,-102651.3302,-12086.20938,63.95976271,260.5040334,-0.429710289
635+65.000      ,1917,-102651.4952,-12087.19567,63.95226271,260.5040334,-0.429710289
635+64.000      ,1918,-102651.6602,-12088.18197,63.94476271,260.5040334,-0.429710289
635+63.000      ,1919,-102651.8252,-12089.16827,63.93726271,260.5040334,-0.429710289
635+62.000      ,1920,-102651.9902,-12090.15457,63.92976271,260.5040334,-0.429710289
635+61.000      ,1921,-102652.1551,-12091.14086,63.92226271,260.5040334,-0.429710289
635+60.000      ,1922,-102652.3201,-12092.12716,63.91476271,260.5040334,-0.429710289
635+59.000      ,1923,-102652.4851,-12093.11346,63.90726271,260.5040334,-0.429710289
635+58.000      ,1924,-102652.6501,-12094.09976,63.89976271,260.5040334,-0.429710289
635+57.000      ,1925,-102652.815,-12095.08605,63.89226271,260.5040334,-0.429710289
635+56.000      ,1926,-102652.98,-12096.07235,63.88476271,260.5040334,-0.429710289
635+55.000      ,1927,-102653.145,-12097.05865,63.87726271,260.5040334,-0.429710289
635+54.000      ,1928,-102653.31,-12098.04494,63.86976271,260.5040334,-0.429710289
635+53.000      ,1929,-102653.475,-12099.03124,63.86226271,260.5040334,-0.429710289
635+52.000      ,1930,-102653.6399,-12100.01754,63.85476271,260.5040334,-0.429710289
635+51.000      ,1931,-102653.8049,-12101.00384,63.84726271,260.5040334,-0.429710289
635+50.000      ,1932,-102653.9699,-12101.99013,63.83976271,260.5040334,-0.429710289
635+49.000      ,1933,-102654.1349,-12102.97643,63.83226271,260.5040334,-0.429710289
635+48.000      ,1934,-102654.2999,-12103.96273,63.82476271,260.5040334,-0.429710289
635+47.000      ,1935,-102654.4648,-12104.94902,63.81726271,260.5040334,-0.429710289
635+46.000      ,1936,-102654.6298,-12105.93532,63.80976271,260.5040334,-0.429710289
635+45.000      ,1937,-102654.7948,-12106.92162,63.80226271,260.5040334,-0.429710289
635+44.000      ,1938,-102654.9598,-12107.90792,63.79476271,260.5040334,-0.429710289
635+43.000      ,1939,-102655.1247,-12108.89421,63.78726271,260.5040334,-0.429710289
635+42.000      ,1940,-102655.2897,-12109.88051,63.77976271,260.5040334,-0.429710289
635+41.000      ,1941,-102655.4547,-12110.86681,63.77226271,260.5040334,-0.429710289
635+40.000      ,1942,-102655.6197,-12111.85311,63.76476271,260.5040334,-0.429710289
635+39.000      ,1943,-102655.7847,-12112.8394,63.75726271,260.5040334,-0.429710289
635+38.000      ,1944,-102655.9496,-12113.8257,63.74976271,260.5040334,-0.429710289
635+37.000      ,1945,-102656.1146,-12114.812,63.74226271,260.5040334,-0.429710289
635+36.000      ,1946,-102656.2796,-12115.79829,63.73476271,260.5040334,-0.429710289
635+35.000      ,1947,-102656.4446,-12116.78459,63.72726271,260.5040334,-0.429710289
635+34.000      ,1948,-102656.6095,-12117.77089,63.71976271,260.5040334,-0.429710289
635+33.000      ,1949,-102656.7745,-12118.75719,63.71226271,260.5040334,-0.429710289
635+32.000      ,1950,-102656.9395,-12119.74348,63.70476271,260.5040334,-0.429710289
635+31.000      ,1951,-102657.1045,-12120.72978,63.69726271,260.5040334,-0.429710289
635+30.000      ,1952,-102657.2695,-12121.71608,63.68976271,260.5040334,-0.429710289
635+29.000      ,1953,-102657.4344,-12122.70237,63.68226271,260.5040334,-0.429710289
635+28.000      ,1954,-102657.5994,-12123.68867,63.67476271,260.5040334,-0.429710289
635+27.000      ,1955,-102657.7644,-12124.67497,63.66726271,260.5040334,-0.429710289
635+26.000      ,1956,-102657.9294,-12125.66127,63.65976271,260.5040334,-0.429710289
635+25.000      ,1957,-102658.0944,-12126.64756,63.65226271,260.5040334,-0.429710289
635+24.000      ,1958,-102658.2593,-12127.63386,63.64476271,260.5040334,-0.429710289
635+23.000      ,1959,-102658.4243,-12128.62016,63.63726271,260.5040334,-0.429710289
635+22.000      ,1960,-102658.5893,-12129.60646,63.62976271,260.5040334,-0.429710289
635+21.000      ,1961,-102658.7543,-12130.59275,63.62226271,260.5040334,-0.429710289
635+20.000      ,1962,-102658.9192,-12131.57905,63.61476271,260.5040334,-0.429710289
635+19.000      ,1963,-102659.0842,-12132.56535,63.60726271,260.5040334,-0.429710289
635+18.000      ,1964,-102659.2492,-12133.55164,63.59976271,260.5040334,-0.429710289
635+17.000      ,1965,-102659.4142,-12134.53794,63.59226271,260.5040334,-0.429710289
635+16.000      ,1966,-102659.5792,-12135.52424,63.58476271,260.5040334,-0.429710289
635+15.000      ,1967,-102659.7441,-12136.51054,63.57726271,260.5040334,-0.429710289
635+14.000      ,1968,-102659.9091,-12137.49683,63.56976271,260.5040334,-0.429710289
635+13.000      ,1969,-102660.0741,-12138.48313,63.56226271,260.5040334,-0.429710289
635+12.000      ,1970,-102660.2391,-12139.46943,63.55476271,260.5040334,-0.429710289
635+11.000      ,1971,-102660.404,-12140.45572,63.54726271,260.5040334,-0.429710289
635+10.000      ,1972,-102660.569,-12141.44202,63.53976271,260.5040334,-0.429710289
635+9.000       ,1973,-102660.734,-12142.42832,63.53226271,260.5040334,-0.429710289
635+8.000       ,1974,-102660.899,-12143.41462,63.52476271,260.5040334,-0.429710289
635+7.000       ,1975,-102661.064,-12144.40091,63.51726271,260.5040334,-0.429710289
635+6.000       ,1976,-102661.2289,-12145.38721,63.50976271,260.5040334,-0.429710289
635+5.000       ,1977,-102661.3939,-12146.37351,63.50226271,260.5040334,-0.429710289
635+4.000       ,1978,-102661.5589,-12147.35981,63.49476271,260.5040334,-0.429710289
635+3.000       ,1979,-102661.7239,-12148.3461,63.48726271,260.5040334,-0.429710289
635+2.000       ,1980,-102661.8888,-12149.3324,63.47976271,260.5040334,-0.429710289
635+1.000       ,1981,-102662.0538,-12150.3187,63.47226271,260.5040334,-0.429710289
635+0.000       ,1982,-102662.2188,-12151.30499,63.46476271,260.5040334,-0.429710289
634+99.000      ,1983,-102662.3838,-12152.29129,63.45726271,260.5040334,-0.429710289
634+98.000      ,1984,-102662.5488,-12153.27759,63.44976271,260.5040334,-0.429710289
634+97.000      ,1985,-102662.7137,-12154.26389,63.44226271,260.5040334,-0.429710289
634+96.000      ,1986,-102662.8787,-12155.25018,63.43476271,260.5040334,-0.429710289
634+95.000      ,1987,-102663.0437,-12156.23648,63.42726271,260.5040334,-0.429710289
634+94.000      ,1988,-102663.2087,-12157.22278,63.41976271,260.5040334,-0.429710289
634+93.000      ,1989,-102663.3737,-12158.20907,63.41226271,260.5040334,-0.429710289
634+92.000      ,1990,-102663.5386,-12159.19537,63.40476271,260.5040334,-0.429710289
634+91.000      ,1991,-102663.7036,-12160.18167,63.39726271,260.5040334,-0.429710289
634+90.000      ,1992,-102663.8686,-12161.16797,63.38976271,260.5040334,-0.429710289
634+89.000      ,1993,-102664.0336,-12162.15426,63.38226271,260.5040334,-0.429710289
634+88.000      ,1994,-102664.1985,-12163.14056,63.37476271,260.5040334,-0.429710289
634+87.000      ,1995,-102664.3635,-12164.12686,63.36726271,260.5040334,-0.429710289
634+86.000      ,1996,-102664.5285,-12165.11316,63.35976271,260.5040334,-0.429710289
634+85.000      ,1997,-102664.6935,-12166.09945,63.35226271,260.5040334,-0.429710289
634+84.000      ,1998,-102664.8585,-12167.08575,63.34476271,260.5040334,-0.429710289
634+83.000      ,1999,-102665.0234,-12168.07205,63.33726271,260.5040334,-0.429710289
634+82.000      ,2000,-102665.1884,-12169.05834,63.32976271,260.5040334,-0.429710289
634+81.000      ,2001,-102665.3534,-12170.04464,63.32226271,260.5040334,-0.429710289
634+80.000      ,2002,-102665.5184,-12171.03094,63.31476271,260.5040334,-0.429710289
634+79.000      ,2003,-102665.6833,-12172.01724,63.30726271,260.5040334,-0.429710289
634+78.000      ,2004,-102665.8483,-12173.00353,63.29976271,260.5040334,-0.429710289
634+77.000      ,2005,-102666.0133,-12173.98983,63.29226271,260.5040334,-0.429710289
634+76.000      ,2006,-102666.1783,-12174.97613,63.28476271,260.5040334,-0.429710289
634+75.000      ,2007,-102666.3433,-12175.96242,63.27726271,260.5040334,-0.429710289
634+74.000      ,2008,-102666.5082,-12176.94872,63.26976271,260.5040334,-0.429710289
634+73.000      ,2009,-102666.6732,-12177.93502,63.26226271,260.5040334,-0.429710289
634+72.000      ,2010,-102666.8382,-12178.92132,63.25476271,260.5040334,-0.429710289
634+71.000      ,2011,-102667.0032,-12179.90761,63.24726271,260.5040334,-0.429710289
634+70.000      ,2012,-102667.1682,-12180.89391,63.23976271,260.5040334,-0.429710289
634+69.000      ,2013,-102667.3331,-12181.88021,63.23226271,260.5040334,-0.429710289
634+68.000      ,2014,-102667.4981,-12182.8665,63.22476271,260.5040334,-0.429710289
634+67.000      ,2015,-102667.6631,-12183.8528,63.21726271,260.5040334,-0.429710289
634+66.000      ,2016,-102667.8281,-12184.8391,63.20976271,260.5040334,-0.429710289
634+65.000      ,2017,-102667.993,-12185.8254,63.20226271,260.5040334,-0.429710289
634+64.000      ,2018,-102668.158,-12186.81169,63.19476271,260.5040334,-0.429710289
634+63.000      ,2019,-102668.323,-12187.79799,63.18726271,260.5040334,-0.429710289
634+62.000      ,2020,-102668.488,-12188.78429,63.17976271,260.5040334,-0.429710289
634+61.000      ,2021,-102668.653,-12189.77059,63.17226271,260.5040334,-0.429710289
634+60.000      ,2022,-102668.8179,-12190.75688,63.16476271,260.5040334,-0.429710289
634+59.000      ,2023,-102668.9829,-12191.74318,63.15726271,260.5040334,-0.429710289
634+58.000      ,2024,-102669.1479,-12192.72948,63.14976271,260.5040334,-0.429710289
634+57.000      ,2025,-102669.3129,-12193.71577,63.14226271,260.5040334,-0.429710289
634+56.000      ,2026,-102669.4778,-12194.70207,63.13476271,260.5040334,-0.429710289
634+55.000      ,2027,-102669.6428,-12195.68837,63.12726271,260.5040334,-0.429710289
634+54.000      ,2028,-102669.8078,-12196.67467,63.11976271,260.5040334,-0.429710289
634+53.000      ,2029,-102669.9728,-12197.66096,63.11226271,260.5040334,-0.429710289
634+52.000      ,2030,-102670.1378,-12198.64726,63.10476271,260.5040334,-0.429710289
634+51.000      ,2031,-102670.3027,-12199.63356,63.09726271,260.5040334,-0.429710289
634+50.000      ,2032,-102670.4677,-12200.61985,63.08976271,260.5040334,-0.429710289
634+49.000      ,2033,-102670.6327,-12201.60615,63.08226271,260.5040334,-0.429710289
634+48.000      ,2034,-102670.7977,-12202.59245,63.07476271,260.5040334,-0.429710289
634+47.000      ,2035,-102670.9626,-12203.57875,63.06726271,260.5040334,-0.429710289
634+46.000      ,2036,-102671.1276,-12204.56504,63.05976271,260.5040334,-0.429710289
634+45.000      ,2037,-102671.2926,-12205.55134,63.05226271,260.5040334,-0.429710289
634+44.000      ,2038,-102671.4576,-12206.53764,63.04476271,260.5040334,-0.429710289
634+43.000      ,2039,-102671.6226,-12207.52394,63.03726271,260.5040334,-0.429710289
634+42.000      ,2040,-102671.7875,-12208.51023,63.02976271,260.5040334,-0.429710289
634+41.000      ,2041,-102671.9525,-12209.49653,63.02226271,260.5040334,-0.429710289
634+40.000      ,2042,-102672.1175,-12210.48283,63.01476271,260.5040334,-0.429710289
634+39.000      ,2043,-102672.2825,-12211.46912,63.00726271,260.5040334,-0.429710289
634+38.000      ,2044,-102672.4475,-12212.45542,62.99976271,260.5040334,-0.429710289
634+37.000      ,2045,-102672.6124,-12213.44172,62.99226271,260.5040334,-0.429710289
634+36.000      ,2046,-102672.7774,-12214.42802,62.98476271,260.5040334,-0.429710289
634+35.000      ,2047,-102672.9424,-12215.41431,62.97726271,260.5040334,-0.429710289
634+34.000      ,2048,-102673.1074,-12216.40061,62.96976271,260.5040334,-0.429710289
634+33.000      ,2049,-102673.2723,-12217.38691,62.96226271,260.5040334,-0.429710289
634+32.000      ,2050,-102673.4373,-12218.3732,62.95476271,260.5040334,-0.429710289
634+31.000      ,2051,-102673.6023,-12219.3595,62.94726271,260.5040334,-0.429710289
634+30.000      ,2052,-102673.7673,-12220.3458,62.93976271,260.5040334,-0.429710289
634+29.000      ,2053,-102673.9323,-12221.3321,62.93226271,260.5040334,-0.429710289
634+28.000      ,2054,-102674.0972,-12222.31839,62.92476271,260.5040334,-0.429710289
634+27.000      ,2055,-102674.2622,-12223.30469,62.91726271,260.5040334,-0.429710289
634+26.000      ,2056,-102674.4272,-12224.29099,62.90976271,260.5040334,-0.429710289
634+25.000      ,2057,-102674.5922,-12225.27729,62.90226271,260.5040334,-0.429710289
634+24.000      ,2058,-102674.7571,-12226.26358,62.89476271,260.5040334,-0.429710289
634+23.000      ,2059,-102674.9221,-12227.24988,62.88726271,260.5040334,-0.429710289
634+22.000      ,2060,-102675.0871,-12228.23618,62.87976271,260.5040334,-0.429710289
634+21.000      ,2061,-102675.2521,-12229.22247,62.87226271,260.5040334,-0.429710289
634+20.000      ,2062,-102675.4171,-12230.20877,62.86476271,260.5040334,-0.429710289
634+19.000      ,2063,-102675.582,-12231.19507,62.85726271,260.5040334,-0.429710289
634+18.000      ,2064,-102675.747,-12232.18137,62.84976271,260.5040334,-0.429710289
634+17.000      ,2065,-102675.912,-12233.16766,62.84226271,260.5040334,-0.429710289
634+16.000      ,2066,-102676.077,-12234.15396,62.83476271,260.5040334,-0.429710289
634+15.000      ,2067,-102676.242,-12235.14026,62.82726271,260.5040334,-0.429710289
634+14.000      ,2068,-102676.4069,-12236.12655,62.81976271,260.5040334,-0.429710289
634+13.000      ,2069,-102676.5719,-12237.11285,62.81226271,260.5040334,-0.429710289
634+12.000      ,2070,-102676.7369,-12238.09915,62.80476271,260.5040334,-0.429710289
634+11.000      ,2071,-102676.9019,-12239.08545,62.79726271,260.5040334,-0.429710289
634+10.000      ,2072,-102677.0668,-12240.07174,62.78976271,260.5040334,-0.429710289
