Œﬂ≤›ƒñºèÃ,TD(m),Çwç¿ïW(m),Çxç¿ïW(m),çÇÇ≥(m),ï˚à (deg),ÀﬂØ¡›∏ﬁ(deg)
624+62.000      ,3020,-102833.4662,-13175.08151,55.67976271,260.5040334,-0.429710289
624+61.000      ,3021,-102833.6311,-13176.0678,55.67226271,260.5040334,-0.429710289
624+60.000      ,3022,-102833.7961,-13177.0541,55.66476271,260.5040334,-0.429710289
624+59.000      ,3023,-102833.9611,-13178.0404,55.65726271,260.5040334,-0.429710289
624+58.000      ,3024,-102834.1261,-13179.02669,55.64976271,260.5040334,-0.429710289
624+57.000      ,3025,-102834.291,-13180.01299,55.64226271,260.5040334,-0.429710289
624+56.000      ,3026,-102834.456,-13180.99929,55.63476271,260.5040334,-0.429710289
624+55.000      ,3027,-102834.621,-13181.98559,55.62726271,260.5040334,-0.429710289
624+54.000      ,3028,-102834.786,-13182.97188,55.61976271,260.5040334,-0.429710289
624+53.000      ,3029,-102834.951,-13183.95818,55.61226271,260.5040334,-0.429710289
624+52.000      ,3030,-102835.1159,-13184.94448,55.60476271,260.5040334,-0.429710289
624+51.000      ,3031,-102835.2809,-13185.93078,55.59726271,260.5040334,-0.429710289
624+50.000      ,3032,-102835.4459,-13186.91707,55.58976271,260.5040334,-0.429710289
624+49.000      ,3033,-102835.6109,-13187.90337,55.58226271,260.5040334,-0.429710289
624+48.000      ,3034,-102835.7758,-13188.88967,55.57476271,260.5040334,-0.429710289
624+47.000      ,3035,-102835.9408,-13189.87596,55.56726271,260.5040334,-0.429710289
624+46.000      ,3036,-102836.1058,-13190.86226,55.55976271,260.5040334,-0.429710289
624+45.000      ,3037,-102836.2708,-13191.84856,55.55226271,260.5040334,-0.429710289
624+44.000      ,3038,-102836.4358,-13192.83486,55.54476271,260.5040334,-0.429710289
624+43.000      ,3039,-102836.6007,-13193.82115,55.53726271,260.5040334,-0.429710289
624+42.000      ,3040,-102836.7657,-13194.80745,55.52976271,260.5040334,-0.429710289
624+41.000      ,3041,-102836.9307,-13195.79375,55.52226271,260.5040334,-0.429710289
624+40.000      ,3042,-102837.0957,-13196.78004,55.51476271,260.5040334,-0.429710289
624+39.000      ,3043,-102837.2606,-13197.76634,55.50726271,260.5040334,-0.429710289
624+38.000      ,3044,-102837.4256,-13198.75264,55.49976271,260.5040334,-0.429710289
624+37.000      ,3045,-102837.5906,-13199.73894,55.49226271,260.5040334,-0.429710289
624+36.000      ,3046,-102837.7556,-13200.72523,55.48476271,260.5040334,-0.429710289
624+35.000      ,3047,-102837.9206,-13201.71153,55.47726271,260.5040334,-0.429710289
624+34.000      ,3048,-102838.0855,-13202.69783,55.46976271,260.5040334,-0.429710289
624+33.000      ,3049,-102838.2505,-13203.68413,55.46226271,260.5040334,-0.429710289
624+32.000      ,3050,-102838.4155,-13204.67042,55.45476271,260.5040334,-0.429710289
624+31.000      ,3051,-102838.5805,-13205.65672,55.44726271,260.5040334,-0.429710289
624+30.000      ,3052,-102838.7455,-13206.64302,55.43976271,260.5040334,-0.429710289
624+29.000      ,3053,-102838.9104,-13207.62931,55.43226271,260.5040334,-0.429710289
624+28.000      ,3054,-102839.0754,-13208.61561,55.42476271,260.5040334,-0.429710289
624+27.000      ,3055,-102839.2404,-13209.60191,55.41726271,260.5040334,-0.429710289
624+26.000      ,3056,-102839.4054,-13210.58821,55.40976271,260.5040334,-0.429710289
624+25.000      ,3057,-102839.5703,-13211.5745,55.40226271,260.5040334,-0.429710289
624+24.000      ,3058,-102839.7353,-13212.5608,55.39476271,260.5040334,-0.429710289
624+23.000      ,3059,-102839.9003,-13213.5471,55.38726271,260.5040334,-0.429710289
624+22.000      ,3060,-102840.0653,-13214.53339,55.37976271,260.5040334,-0.429710289
624+21.000      ,3061,-102840.2303,-13215.51969,55.37226271,260.5040334,-0.429710289
624+20.000      ,3062,-102840.3952,-13216.50599,55.36476271,260.5040334,-0.429710289
624+19.000      ,3063,-102840.5602,-13217.49229,55.35726271,260.5040334,-0.429710289
624+18.000      ,3064,-102840.7252,-13218.47858,55.34976271,260.5040334,-0.429710289
624+17.000      ,3065,-102840.8902,-13219.46488,55.34226271,260.5040334,-0.429710289
624+16.000      ,3066,-102841.0551,-13220.45118,55.33476271,260.5040334,-0.429710289
624+15.000      ,3067,-102841.2201,-13221.43748,55.32726271,260.5040334,-0.429710289
624+14.000      ,3068,-102841.3851,-13222.42377,55.31976271,260.5040334,-0.429710289
624+13.000      ,3069,-102841.5501,-13223.41007,55.31226271,260.5040334,-0.429710289
624+12.000      ,3070,-102841.7151,-13224.39637,55.30476271,260.5040334,-0.429710289
624+11.000      ,3071,-102841.88,-13225.38266,55.29726271,260.5040334,-0.429710289
624+10.000      ,3072,-102842.045,-13226.36896,55.28976271,260.5040334,-0.429710289
624+9.000       ,3073,-102842.21,-13227.35526,55.28226271,260.5040334,-0.429710289
624+8.000       ,3074,-102842.375,-13228.34156,55.27476271,260.5040334,-0.429710289
624+7.000       ,3075,-102842.54,-13229.32785,55.26726271,260.5040334,-0.429710289
624+6.000       ,3076,-102842.7049,-13230.31415,55.25976271,260.5040334,-0.429710289
624+5.000       ,3077,-102842.8699,-13231.30045,55.25226271,260.5040334,-0.429710289
624+4.000       ,3078,-102843.0349,-13232.28674,55.24476271,260.5040334,-0.429710289
624+3.000       ,3079,-102843.1999,-13233.27304,55.23726271,260.5040334,-0.429710289
624+2.000       ,3080,-102843.3648,-13234.25934,55.22976271,260.5040334,-0.429710289
624+1.000       ,3081,-102843.5298,-13235.24564,55.22226271,260.5040334,-0.429710289
624+0.000       ,3082,-102843.6948,-13236.23193,55.21476271,260.5040334,-0.429710289
623+99.000      ,3083,-102843.8598,-13237.21823,55.20726271,260.5040334,-0.429710289
623+98.000      ,3084,-102844.0248,-13238.20453,55.19976271,260.5040334,-0.429710289
623+97.000      ,3085,-102844.1897,-13239.19083,55.19226271,260.5040334,-0.429710289
623+96.000      ,3086,-102844.3547,-13240.17712,55.18476271,260.5040334,-0.429710289
623+95.000      ,3087,-102844.5197,-13241.16342,55.17726271,260.5040334,-0.429710289
623+94.000      ,3088,-102844.6847,-13242.14972,55.16976271,260.5040334,-0.429710289
623+93.000      ,3089,-102844.8496,-13243.13601,55.16226271,260.5040334,-0.429710289
623+92.000      ,3090,-102845.0146,-13244.12231,55.15476271,260.5040334,-0.429710289
623+91.000      ,3091,-102845.1796,-13245.10861,55.14726271,260.5040334,-0.429710289
623+90.000      ,3092,-102845.3446,-13246.09491,55.13976271,260.5040334,-0.429710289
623+89.000      ,3093,-102845.5096,-13247.0812,55.13226271,260.5040334,-0.429710289
623+88.000      ,3094,-102845.6745,-13248.0675,55.12476271,260.5040334,-0.429710289
623+87.000      ,3095,-102845.8395,-13249.0538,55.11726271,260.5040334,-0.429710289
623+86.000      ,3096,-102846.0045,-13250.04009,55.10976271,260.5040334,-0.429710289
623+85.000      ,3097,-102846.1695,-13251.02639,55.10226271,260.5040334,-0.429710289
623+84.000      ,3098,-102846.3344,-13252.01269,55.09476271,260.5040334,-0.429710289
623+83.000      ,3099,-102846.4994,-13252.99899,55.08726271,260.5040334,-0.429710289
623+82.000      ,3100,-102846.6644,-13253.98528,55.07976271,260.5040334,-0.429710289
623+81.000      ,3101,-102846.8294,-13254.97158,55.07226271,260.5040334,-0.429710289
623+80.000      ,3102,-102846.9944,-13255.95788,55.06476271,260.5040334,-0.429710289
623+79.000      ,3103,-102847.1593,-13256.94418,55.05726271,260.5040334,-0.429710289
623+78.000      ,3104,-102847.3243,-13257.93047,55.04976271,260.5040334,-0.429710289
623+77.000      ,3105,-102847.4893,-13258.91677,55.04226271,260.5040334,-0.429710289
623+76.000      ,3106,-102847.6543,-13259.90307,55.03476271,260.5040334,-0.429710289
623+75.000      ,3107,-102847.8193,-13260.88936,55.02726271,260.5040334,-0.429710289
623+74.000      ,3108,-102847.9842,-13261.87566,55.01976271,260.5040334,-0.429710289
623+73.000      ,3109,-102848.1492,-13262.86196,55.01226271,260.5040334,-0.429710289
623+72.000      ,3110,-102848.3142,-13263.84826,55.00476271,260.5040334,-0.429710289
623+71.000      ,3111,-102848.4792,-13264.83455,54.99726271,260.5040334,-0.429710289
623+70.000      ,3112,-102848.6441,-13265.82085,54.98976271,260.5040334,-0.429710289
623+69.000      ,3113,-102848.8091,-13266.80715,54.98226271,260.5040334,-0.429710289
623+68.000      ,3114,-102848.9741,-13267.79344,54.97476271,260.5040334,-0.429710289
623+67.000      ,3115,-102849.1391,-13268.77974,54.96726271,260.5040334,-0.429710289
623+66.000      ,3116,-102849.3041,-13269.76604,54.95976271,260.5040334,-0.429710289
623+65.000      ,3117,-102849.469,-13270.75234,54.95226271,260.5040334,-0.429710289
623+64.000      ,3118,-102849.634,-13271.73863,54.94476271,260.5040334,-0.429710289
623+63.000      ,3119,-102849.799,-13272.72493,54.93726271,260.5040334,-0.429710289
623+62.000      ,3120,-102849.964,-13273.71123,54.92976271,260.5040334,-0.429710289
623+61.000      ,3121,-102850.1289,-13274.69752,54.92226271,260.5040334,-0.429710289
623+60.000      ,3122,-102850.2939,-13275.68382,54.91476271,260.5040334,-0.429710289
623+59.000      ,3123,-102850.4589,-13276.67012,54.90726271,260.5040334,-0.429710289
623+58.000      ,3124,-102850.6239,-13277.65642,54.89976271,260.5040334,-0.429710289
623+57.000      ,3125,-102850.7889,-13278.64271,54.89226271,260.5040334,-0.429710289
623+56.000      ,3126,-102850.9538,-13279.62901,54.88476271,260.5040334,-0.429710289
623+55.000      ,3127,-102851.1188,-13280.61531,54.87726271,260.5040334,-0.429710289
623+54.000      ,3128,-102851.2838,-13281.60161,54.86976271,260.5040334,-0.429710289
623+53.000      ,3129,-102851.4488,-13282.5879,54.86226271,260.5040334,-0.429710289
623+52.000      ,3130,-102851.6138,-13283.5742,54.85476271,260.5040334,-0.429710289
623+51.000      ,3131,-102851.7787,-13284.5605,54.84726271,260.5040334,-0.429710289
623+50.000      ,3132,-102851.9437,-13285.54679,54.83976271,260.5040334,-0.429710289
623+49.000      ,3133,-102852.1087,-13286.53309,54.83226271,260.5040334,-0.429710289
623+48.000      ,3134,-102852.2737,-13287.51939,54.82476271,260.5040334,-0.429710289
623+47.000      ,3135,-102852.4386,-13288.50569,54.81726271,260.5040334,-0.429710289
623+46.000      ,3136,-102852.6036,-13289.49198,54.80976271,260.5040334,-0.429710289
623+45.000      ,3137,-102852.7686,-13290.47828,54.80226271,260.5040334,-0.429710289
623+44.000      ,3138,-102852.9336,-13291.46458,54.79476271,260.5040334,-0.429710289
623+43.000      ,3139,-102853.0986,-13292.45087,54.78726271,260.5040334,-0.429710289
623+42.000      ,3140,-102853.2635,-13293.43717,54.77976271,260.5040334,-0.429710289
623+41.000      ,3141,-102853.4285,-13294.42347,54.77226271,260.5040334,-0.429710289
623+40.000      ,3142,-102853.5935,-13295.40977,54.76476271,260.5040334,-0.429710289
623+39.000      ,3143,-102853.7585,-13296.39606,54.75726271,260.5040334,-0.429710289
623+38.000      ,3144,-102853.9234,-13297.38236,54.74976271,260.5040334,-0.429710289
623+37.000      ,3145,-102854.0884,-13298.36866,54.74226271,260.5040334,-0.429710289
623+36.000      ,3146,-102854.2534,-13299.35496,54.73476271,260.5040334,-0.429710289
623+35.000      ,3147,-102854.4184,-13300.34125,54.72726271,260.5040334,-0.429710289
623+34.000      ,3148,-102854.5834,-13301.32755,54.71976271,260.5040334,-0.429710289
623+33.000      ,3149,-102854.7483,-13302.31385,54.71226271,260.5040334,-0.429710289
623+32.000      ,3150,-102854.9133,-13303.30014,54.70476271,260.5040334,-0.429710289
623+31.000      ,3151,-102855.0783,-13304.28644,54.69726271,260.5040334,-0.429710289
623+30.000      ,3152,-102855.2433,-13305.27274,54.68976271,260.5040334,-0.429710289
623+29.000      ,3153,-102855.4082,-13306.25904,54.68226271,260.5040334,-0.429710289
623+28.000      ,3154,-102855.5732,-13307.24533,54.67476271,260.5040334,-0.429710289
623+27.000      ,3155,-102855.7382,-13308.23163,54.66726271,260.5040334,-0.429710289
623+26.000      ,3156,-102855.9032,-13309.21793,54.65976271,260.5040334,-0.429710289
623+25.000      ,3157,-102856.0682,-13310.20422,54.65226271,260.5040334,-0.429710289
623+24.000      ,3158,-102856.2331,-13311.19052,54.64476271,260.5040334,-0.429710289
623+23.000      ,3159,-102856.3981,-13312.17682,54.63726271,260.5040334,-0.429710289
623+22.000      ,3160,-102856.5631,-13313.16312,54.62976271,260.5040334,-0.429710289
623+21.000      ,3161,-102856.7281,-13314.14941,54.62226271,260.5040334,-0.429710289
623+20.000      ,3162,-102856.8931,-13315.13571,54.61476271,260.5040334,-0.429710289
623+19.000      ,3163,-102857.058,-13316.12201,54.60726271,260.5040334,-0.429710289
623+18.000      ,3164,-102857.223,-13317.10831,54.59976271,260.5040334,-0.429710289
623+17.000      ,3165,-102857.388,-13318.0946,54.59226271,260.5040334,-0.429710289
623+16.000      ,3166,-102857.553,-13319.0809,54.58476271,260.5040334,-0.429710289
623+15.000      ,3167,-102857.7179,-13320.0672,54.57726271,260.5040334,-0.429710289
623+14.000      ,3168,-102857.8829,-13321.05349,54.56976271,260.5040334,-0.429710289
623+13.000      ,3169,-102858.0479,-13322.03979,54.56226271,260.5040334,-0.429710289
623+12.000      ,3170,-102858.2129,-13323.02609,54.55476271,260.5040334,-0.429710289
623+11.000      ,3171,-102858.3779,-13324.01239,54.54726271,260.5040334,-0.429710289
623+10.000      ,3172,-102858.5428,-13324.99868,54.53976271,260.5040334,-0.429710289
623+9.000       ,3173,-102858.7078,-13325.98498,54.53226271,260.5040334,-0.429710289
623+8.000       ,3174,-102858.8728,-13326.97128,54.52476271,260.5040334,-0.429710289
623+7.000       ,3175,-102859.0378,-13327.95757,54.51726271,260.5040334,-0.429710289
623+6.000       ,3176,-102859.2027,-13328.94387,54.50976271,260.5040334,-0.429710289
623+5.000       ,3177,-102859.3677,-13329.93017,54.50226271,260.5040334,-0.429710289
623+4.000       ,3178,-102859.5327,-13330.91647,54.49476271,260.5040334,-0.429710289
623+3.000       ,3179,-102859.6977,-13331.90276,54.48726271,260.5040334,-0.429710289
623+2.000       ,3180,-102859.8627,-13332.88906,54.47976271,260.5040334,-0.429710289
623+1.000       ,3181,-102860.0276,-13333.87536,54.47226271,260.5040334,-0.429710289
623+0.000       ,3182,-102860.1926,-13334.86166,54.46476271,260.5040334,-0.429710289
622+99.000      ,3183,-102860.3576,-13335.84795,54.45726271,260.5040334,-0.429710289
622+98.000      ,3184,-102860.5226,-13336.83425,54.44976271,260.5040334,-0.429710289
622+97.000      ,3185,-102860.6876,-13337.82055,54.44226271,260.5040334,-0.429710289
622+96.000      ,3186,-102860.8525,-13338.80684,54.43476271,260.5040334,-0.429710289
622+95.000      ,3187,-102861.0175,-13339.79314,54.42726271,260.5040334,-0.429710289
622+94.000      ,3188,-102861.1825,-13340.77944,54.41976271,260.5040334,-0.429710289
622+93.000      ,3189,-102861.3475,-13341.76574,54.41226271,260.5040334,-0.429710289
622+92.000      ,3190,-102861.5124,-13342.75203,54.40476271,260.5040334,-0.429710289
622+91.000      ,3191,-102861.6774,-13343.73833,54.39726271,260.5040334,-0.429710289
622+90.000      ,3192,-102861.8424,-13344.72463,54.38976271,260.5040334,-0.429710289
622+89.000      ,3193,-102862.0074,-13345.71092,54.38226271,260.5040334,-0.429710289
622+88.000      ,3194,-102862.1724,-13346.69722,54.37476271,260.5040334,-0.429710289
622+87.000      ,3195,-102862.3373,-13347.68352,54.36726271,260.5040334,-0.429710289
622+86.000      ,3196,-102862.5023,-13348.66982,54.35976271,260.5040334,-0.429710289
622+85.000      ,3197,-102862.6673,-13349.65611,54.35226271,260.5040334,-0.429710289
622+84.000      ,3198,-102862.8323,-13350.64241,54.34476271,260.5040334,-0.429710289
622+83.000      ,3199,-102862.9972,-13351.62871,54.33726271,260.5040334,-0.429710289
622+82.000      ,3200,-102863.1622,-13352.61501,54.32976271,260.5040334,-0.429710289
622+81.000      ,3201,-102863.3272,-13353.6013,54.32226271,260.5040334,-0.429710289
622+80.000      ,3202,-102863.4922,-13354.5876,54.31476271,260.5040334,-0.429710289
622+79.000      ,3203,-102863.6572,-13355.5739,54.30726271,260.5040334,-0.429710289
622+78.000      ,3204,-102863.8221,-13356.56019,54.29976271,260.5040334,-0.429710289
622+77.000      ,3205,-102863.9871,-13357.54649,54.29226271,260.5040334,-0.429710289
622+76.000      ,3206,-102864.1521,-13358.53279,54.28476271,260.5040334,-0.429710289
622+75.000      ,3207,-102864.3171,-13359.51909,54.27726271,260.5040334,-0.429710289
622+74.000      ,3208,-102864.482,-13360.50538,54.26976271,260.5040334,-0.429710289
622+73.000      ,3209,-102864.647,-13361.49168,54.26226271,260.5040334,-0.429710289
622+72.000      ,3210,-102864.812,-13362.47798,54.25476271,260.5040334,-0.429710289
622+71.000      ,3211,-102864.977,-13363.46427,54.24726271,260.5040334,-0.429710289
622+70.000      ,3212,-102865.142,-13364.45057,54.23976271,260.5040334,-0.429710289
622+69.000      ,3213,-102865.3069,-13365.43687,54.23226271,260.5040334,-0.429710289
622+68.000      ,3214,-102865.4719,-13366.42317,54.22476271,260.5040334,-0.429710289
622+67.000      ,3215,-102865.6369,-13367.40946,54.21726271,260.5040334,-0.429710289
622+66.000      ,3216,-102865.8019,-13368.39576,54.20976271,260.5040334,-0.429710289
622+65.000      ,3217,-102865.9669,-13369.38206,54.20226271,260.5040334,-0.429710289
622+64.000      ,3218,-102866.1318,-13370.36836,54.19476271,260.5040334,-0.429710289
622+63.000      ,3219,-102866.2968,-13371.35465,54.18726271,260.5040334,-0.429710289
622+62.000      ,3220,-102866.4618,-13372.34095,54.17976271,260.5040334,-0.429710289
622+61.000      ,3221,-102866.6268,-13373.32725,54.17226271,260.5040334,-0.429710289
622+60.000      ,3222,-102866.7917,-13374.31354,54.16476271,260.5040334,-0.429710289
622+59.000      ,3223,-102866.9567,-13375.29984,54.15726271,260.5040334,-0.429710289
622+58.000      ,3224,-102867.1217,-13376.28614,54.14976271,260.5040334,-0.429710289
622+57.000      ,3225,-102867.2867,-13377.27244,54.14226271,260.5040334,-0.429710289
622+56.000      ,3226,-102867.4517,-13378.25873,54.13476271,260.5040334,-0.429710289
622+55.000      ,3227,-102867.6166,-13379.24503,54.12726271,260.5040334,-0.429710289
622+54.000      ,3228,-102867.7816,-13380.23133,54.11976271,260.5040334,-0.429710289
