level_0,計測日時,ｻｲｸﾙNo,TD(m),STA,実TD,切羽TD,沈下量1,沈下量2,沈下量3,変位量A,変位量B,変位量C,切羽からの距離,計測経過日数,最終沈下量との差分1,最終沈下量との差分2,最終沈下量との差分3,最終変位量との差分A,最終変位量との差分B,最終変位量との差分C,index,支保寸法,吹付厚,ﾛｯｸﾎﾞﾙﾄ数,ﾛｯｸﾎﾞﾙﾄ長,覆工厚,土被り高さ,岩石グループ,岩石名コード,加重平均評価点,左肩・圧縮強度,左肩・風化変質,左肩・割目間隔,左肩・割目状態,左肩割目の方向・平行,左肩・湧水量,左肩・劣化,左肩・評価点,天端・圧縮強度,天端・風化変質,天端・割目間隔,天端・割目状態,天端割目の方向・平行,天端・湧水量,天端・劣化,天端・評価点,右肩・圧縮強度,右肩・風化変質,右肩・割目間隔,右肩・割目状態,右肩割目の方向・平行,右肩・湧水量,右肩・劣化,右肩・評価点,補助工法の緒元,増し支保工の緒元,計測条件・状態等,インバートの早期障害,支保工種,支保パターン2,沈下量1_prediction,沈下量2_prediction,沈下量3_prediction,変位量A_prediction,変位量B_prediction,変位量C_prediction
10,2007-01-28,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,51.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-7.5330000000000075,-3.152499999999997,-16.20300000000001,-3.6844999999999994,-0.3554999999999999,-1.4534999999999996
11,2007-01-29,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,56.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-7.5330000000000075,-3.154499999999997,-16.20300000000001,-4.7555,-0.17750000000000007,-1.454999999999999
12,2007-01-30,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,61.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-7.5330000000000075,-3.154499999999997,-16.18050000000001,-4.869999999999999,0.07800000000000011,-1.9460000000000006
13,2007-01-31,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,66.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-7.5330000000000075,-3.154499999999997,-16.348500000000005,-5.278,0.0030000000000000916,-1.9095000000000002
14,2007-02-01,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,71.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-7.5330000000000075,-3.154499999999997,-16.348500000000005,-5.5699999999999985,0.059000000000000136,-1.6589999999999998
15,2007-02-02,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,76.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-7.5330000000000075,-3.154499999999997,-16.348500000000005,-5.752000000000001,0.04100000000000015,-2.0829999999999997
16,2007-02-03,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,81.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.850000000000003,-4.547000000000002,-14.259500000000005,-5.934999999999997,0.7024999999999996,-2.0669999999999997
17,2007-02-04,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,86.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.619000000000008,-3.4899999999999975,-12.685000000000011,-4.614999999999999,-0.02849999999999989,-1.3614999999999995
18,2007-02-05,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,91.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.560000000000007,-3.3479999999999976,-12.650000000000011,-3.4150000000000005,0.3409999999999996,-1.3240000000000003
19,2007-02-06,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,96.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.3815000000000004,0.04250000000000014,-1.3769999999999998
20,2007-02-07,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,101.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
21,2007-02-08,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,106.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
22,2007-02-09,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,111.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
23,2007-02-10,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,116.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
24,2007-02-11,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,121.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
25,2007-02-12,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,126.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
26,2007-02-13,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,131.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
27,2007-02-14,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,136.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
28,2007-02-15,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,141.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
29,2007-02-16,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,146.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
30,2007-02-17,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,151.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
31,2007-02-18,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,156.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
32,2007-02-19,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,161.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
33,2007-02-20,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,166.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
34,2007-02-21,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,171.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
35,2007-02-22,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,176.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
36,2007-02-23,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,181.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
37,2007-02-24,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,186.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
38,2007-02-25,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,191.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
39,2007-02-26,10.0,9.0,STA 654+73,9.411,10.438,0.0,0.0,0.0,0.0,0.0,0.0,196.027,0,-31.0,-28.1,-23.9,4.1,-13.0,-11.0,0.0,200,250,8.0,4.000,420,10.0,2.0,31.0,24.75,4.0,4.0,4.0,4.0,0.0,2.0,2.0,20.0,5.0,4.0,4.0,4.0,0.0,1.0,1.0,18.0,3.0,4.0,3.0,3.0,0.0,1.0,1.0,43.0,AGF,,,,坑口-2(断熱材あり）,坑口-2(断熱材あり）,-6.557000000000006,-3.3319999999999976,-12.650000000000011,-3.681000000000001,-0.31800000000000006,-1.126
