ﾎﾟｲﾝﾄ名称,距離(m),形成時代,大区分,岩相
28+45.000       ,1247.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+46.000       ,1248.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+47.000       ,1249.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+48.000       ,1250.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+49.000       ,1251.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+50.000       ,1252.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+51.000       ,1253.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+52.000       ,1254.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+53.000       ,1255.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+54.000       ,1256.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+55.000       ,1257.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+56.000       ,1258.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+57.000       ,1259.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+58.000       ,1260.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+59.000       ,1261.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+60.000       ,1262.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+61.000       ,1263.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+62.000       ,1264.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+63.000       ,1265.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+64.000       ,1266.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+65.000       ,1267.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+66.000       ,1268.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+67.000       ,1269.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+68.000       ,1270.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+69.000       ,1271.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+70.000       ,1272.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+71.000       ,1273.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+72.000       ,1274.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+73.000       ,1275.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+74.000       ,1276.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+75.000       ,1277.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+76.000       ,1278.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+77.000       ,1279.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+78.000       ,1280.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+79.000       ,1281.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+80.000       ,1282.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+81.000       ,1283.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+82.000       ,1284.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+83.000       ,1285.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+84.000       ,1286.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+85.000       ,1287.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+86.000       ,1288.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+87.000       ,1289.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+88.000       ,1290.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+89.000       ,1291.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+90.000       ,1292.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+91.000       ,1293.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+92.000       ,1294.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+93.000       ,1295.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+94.000       ,1296.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+95.000       ,1297.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+96.000       ,1298.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+97.000       ,1299.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+98.000       ,1300.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
28+99.000       ,1301.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+0.000        ,1302.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+1.000        ,1303.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+2.000        ,1304.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+3.000        ,1305.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+4.000        ,1306.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+5.000        ,1307.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+6.000        ,1308.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+7.000        ,1309.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+8.000        ,1310.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+9.000        ,1311.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+10.000       ,1312.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+11.000       ,1313.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+12.000       ,1314.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+13.000       ,1315.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+14.000       ,1316.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+15.000       ,1317.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+16.000       ,1318.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+17.000       ,1319.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+18.000       ,1320.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+19.000       ,1321.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+20.000       ,1322.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+21.000       ,1323.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+22.000       ,1324.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+23.000       ,1325.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+24.000       ,1326.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+25.000       ,1327.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+26.000       ,1328.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+27.000       ,1329.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+28.000       ,1330.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+29.000       ,1331.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+30.000       ,1332.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+31.000       ,1333.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+32.000       ,1334.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+33.000       ,1335.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+34.000       ,1336.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+35.000       ,1337.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+36.000       ,1338.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+37.000       ,1339.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+38.000       ,1340.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+39.000       ,1341.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+40.000       ,1342.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+41.000       ,1343.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+42.000       ,1344.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+43.000       ,1345.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+44.000       ,1346.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+45.000       ,1347.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+46.000       ,1348.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+47.000       ,1349.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+48.000       ,1350.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+49.000       ,1351.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+50.000       ,1352.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+51.000       ,1353.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+52.000       ,1354.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+53.000       ,1355.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+54.000       ,1356.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+55.000       ,1357.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+56.000       ,1358.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+57.000       ,1359.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+58.000       ,1360.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+59.000       ,1361.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+60.000       ,1362.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+61.000       ,1363.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+62.000       ,1364.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+63.000       ,1365.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+64.000       ,1366.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+65.000       ,1367.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+66.000       ,1368.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+67.000       ,1369.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+68.000       ,1370.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+69.000       ,1371.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+70.000       ,1372.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+71.000       ,1373.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+72.000       ,1374.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+73.000       ,1375.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+74.000       ,1376.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+75.000       ,1377.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+76.000       ,1378.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+77.000       ,1379.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+78.000       ,1380.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+79.000       ,1381.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+80.000       ,1382.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+81.000       ,1383.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+82.000       ,1384.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+83.000       ,1385.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+84.000       ,1386.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+85.000       ,1387.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+86.000       ,1388.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+87.000       ,1389.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+88.000       ,1390.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+89.000       ,1391.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+90.000       ,1392.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+91.000       ,1393.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+92.000       ,1394.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+93.000       ,1395.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+94.000       ,1396.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+95.000       ,1397.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+96.000       ,1398.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+97.000       ,1399.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+98.000       ,1400.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
29+99.000       ,1401.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+0.000        ,1402.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+1.000        ,1403.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+2.000        ,1404.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+3.000        ,1405.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+4.000        ,1406.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+5.000        ,1407.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+6.000        ,1408.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+7.000        ,1409.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+8.000        ,1410.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+9.000        ,1411.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+10.000       ,1412.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+11.000       ,1413.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+12.000       ,1414.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+13.000       ,1415.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+14.000       ,1416.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+15.000       ,1417.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
30+16.000       ,1418.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
