ﾎﾟｲﾝﾄ名称,距離(m),形成時代,大区分,岩相
39+44.000       ,2346.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+45.000       ,2347.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+46.000       ,2348.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+47.000       ,2349.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+48.000       ,2350.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+49.000       ,2351.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+50.000       ,2352.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+51.000       ,2353.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+52.000       ,2354.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+53.000       ,2355.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+54.000       ,2356.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+55.000       ,2357.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+56.000       ,2358.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+57.000       ,2359.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+58.000       ,2360.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+59.000       ,2361.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+60.000       ,2362.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+61.000       ,2363.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+62.000       ,2364.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+63.000       ,2365.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+64.000       ,2366.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+65.000       ,2367.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+66.000       ,2368.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+67.000       ,2369.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+68.000       ,2370.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+69.000       ,2371.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+70.000       ,2372.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+71.000       ,2373.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+72.000       ,2374.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+73.000       ,2375.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+74.000       ,2376.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+75.000       ,2377.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+76.000       ,2378.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+77.000       ,2379.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+78.000       ,2380.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+79.000       ,2381.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+80.000       ,2382.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+81.000       ,2383.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+82.000       ,2384.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+83.000       ,2385.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+84.000       ,2386.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+85.000       ,2387.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+86.000       ,2388.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+87.000       ,2389.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+88.000       ,2390.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+89.000       ,2391.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+90.000       ,2392.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+91.000       ,2393.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+92.000       ,2394.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+93.000       ,2395.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+94.000       ,2396.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+95.000       ,2397.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+96.000       ,2398.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+97.000       ,2399.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+98.000       ,2400.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
39+99.000       ,2401.0,新生代 新第三紀 中新世 後期バーディガリアン期〜後期サーラバリアン期,付加体,玄武岩 海洋 前期中新世後期-中期中新世付加体
